GENE             CHR      START       STOP  NSNPS  NPARAM      N        ZSTAT            P
ENSG00000204006    1   51567906   51613752     39       4  65967       1.1824      0.11852
ENSG00000123091    1   51701943   51739127     24       3  65967       1.0723      0.14179
ENSG00000085831    1   51752930   51810788     64      11  65967       1.3074     0.095535
ENSG00000085832    1   51819935   51985000    262      16  65967      0.47266      0.31823
ENSG00000117859    1   52042851   52254889    109       8  65967    -0.013769      0.50549
ENSG00000078618    1   52254863   52344477    107      11  65967     -0.21032      0.58329
ENSG00000169213    1   52373628   52456436    120      11  65967      0.37567      0.35358
ENSG00000117862    1   52485803   52521843     47       3  65967      0.39975      0.34467
ENSG00000198841    1   52497775   52499488      3       1  65967       0.3266      0.37199
ENSG00000134717    1   52521797   52556388     29       3  65967       1.6987     0.044692
ENSG00000157077    1   52608046   52812358    133       5  65967       1.9725     0.024274
ENSG00000154222    1   52811395   52831865      9       1  65967       2.3012     0.010689
ENSG00000085840    1   52838501   52870131     17       3  65967       2.2764     0.011412
ENSG00000134748    1   52870236   52886511      6       2  65967       1.5859     0.056385
ENSG00000134744    1   52873954   53019159    162      10  65967       1.7408     0.040863
ENSG00000116157    1   53068044   53074723     18       4  65967        1.872     0.030604
ENSG00000182183    1   53099016   53135355     60      11  65967     -0.38493      0.64985
ENSG00000162377    1   53152508   53164038     13       2  65967      0.22024      0.41284
ENSG00000162378    1   53192126   53293014    228      13  65967     0.032456      0.48705
ENSG00000203995    1   53308183   53360670    102       6  65967     -0.60636      0.72786
ENSG00000121310    1   53361656   53392884     25       4  65967     -0.64375      0.74013
ENSG00000116171    1   53392901   53517375    381      11  65967       -1.098      0.86389
ENSG00000174348    1   53527854   53551174    102      11  65967      -1.2833      0.90031
ENSG00000162383    1   53552855   53608289    238      24  65967    -0.078574      0.53131
ENSG00000157184    1   53662101   53679869     19       3  65967       1.4959     0.067339
ENSG00000162384    1   53679771   53686289      9       2  65967       1.9036     0.028478
ENSG00000162385    1   53692564   53704282     15       2  65967       1.5936     0.055515
ENSG00000157193    1   53711217   53793742    116      13  65967       2.8197    0.0024032
ENSG00000143006    1   53925072   53933161     20       4  65967       1.0039      0.15771
ENSG00000174332    1   53971910   54199877    471      26  65967    -0.089873      0.53581
ENSG00000058804    1   54231133   54304533     88       5  65967     -0.55032      0.70895
ENSG00000058799    1   54317392   54356407    104       7  65967     -0.72676      0.76631
ENSG00000211452    1   54356912   54376759     69       8  65967     -0.61073      0.72931
ENSG00000081870    1   54382247   54411602     44       3  65967      0.61208      0.27024
ENSG00000116212    1   54411750   54433841     17       2  65967     -0.11082      0.54412
ENSG00000203985    1   54474412   54483856     23       4  65967       1.5785     0.057221
ENSG00000116209    1   54497347   54519177     25       5  65967      0.90687      0.18224
ENSG00000116205    1   54519260   54578192     86       7  65967      0.83684      0.20134
ENSG00000157211    1   54598747   54619443     64      11  65967    0.0094176      0.49624
ENSG00000215883    1   54638009   54665709     17       4  65967      0.61998      0.26763
ENSG00000116221    1   54649714   54691137     66      10  65967        1.481     0.069297
ENSG00000157216    1   54691105   54879152    313      37  65967       1.7234      0.04241
ENSG00000162390    1   55007930   55104865    240      26  65967      0.18399      0.42701
ENSG00000162391    1   55074855   55089229     21       7  65967     -0.23216      0.59179
ENSG00000184313    1   55107463   55175939    162      22  65967      -1.4356      0.92444
ENSG00000243725    1   55181495   55208330    136       3  65967      0.69276      0.24423
ENSG00000162396    1   55222571   55230187     23       5  65967    -0.045817      0.51827
ENSG00000006555    1   55245385   55266940     46       7  65967      0.20811      0.41757
ENSG00000162398    1   55271736   55307925    128       8  65967       1.0684      0.14266
ENSG00000116133    1   55315306   55352891    101       9  65967       1.8094     0.035191
ENSG00000143001    1   55446465   55457966     29       1  65967      0.45041      0.32621
ENSG00000162399    1   55464606   55476556     24       4  65967     -0.12327      0.54905
ENSG00000169174    1   55505221   55530525     57      10  65967       1.7677     0.038555
ENSG00000162402    1   55532032   55680786    184      10  65967       1.8358     0.033193
ENSG00000162407    1   56960419   57110974    418      34  65967      0.47228      0.31836
ENSG00000162409    1   57110995   57181008    218      13  65967     0.086361      0.46559
ENSG00000187889    1   57184477   57285369    213      29  65967      0.38922      0.34856
ENSG00000157131    1   57320479   57383894    141      16  65967     -0.32459      0.62726
ENSG00000021852    1   57394883   57431813     87      14  65967     -0.41402      0.66057
ENSG00000173406    1   57460451   59012406   3719     209  65967        3.068    0.0010776
ENSG00000162600    1   58881056   59012474    408      33  65967       1.6136     0.053307
ENSG00000184292    1   59041099   59043166     11       3  65967      0.58588      0.27898
ENSG00000162601    1   59120411   59165764    148       8  65967       1.2831     0.099721
ENSG00000177606    1   59246465   59249785      1       1  65967      0.37616       0.3534
ENSG00000172456    1   59762310   60233347    754      43  65967     -0.23535      0.59303
ENSG00000134709    1   60280458   60342050     83       9  65967     -0.82828      0.79624
ENSG00000134716    1   60358980   60392462     57       8  65967      -0.4491      0.67332
ENSG00000162598    1   60452941   60539442    156      24  65967       1.8756     0.030353
ENSG00000162599    1   61330931   61928465    952     116  65967       2.5247    0.0057904
ENSG00000162604    1   62146718   62191095     76       6  65967       1.6043     0.054322
ENSG00000132849    1   62208149   62629592    959      60  65967      0.43272      0.33261
ENSG00000240563    1   62660503   62678000    111      17  65967      0.22808      0.40979
ENSG00000132854    1   62702651   62785085    308      19  65967      -1.7916       0.9634
ENSG00000162607    1   62901968   62917475     23       2  65967      0.16206      0.43563
ENSG00000116641    1   62920399   63153969    221       4  65967    -0.091757      0.53655
ENSG00000125703    1   63249806   63331184    141       7  65967      0.03077      0.48773
ENSG00000187140    1   63788730   63790797      1       1  65967      0.54435       0.2931
ENSG00000088035    1   63833261   63904233    120      10  65967     -0.40653      0.65782
ENSG00000142856    1   63906441   64059392    272       9  65967     -0.42295      0.66384
ENSG00000203965    1   63989043   64038364     89       7  65967      -0.5313      0.70239
ENSG00000116652    1   64014588   64015405      2       1  65967      -2.2153      0.98663
ENSG00000079739    1   64058947   64125916    135      19  65967      0.19776      0.42161
ENSG00000185483    1   64239693   64647181    773      50  65967       -1.786      0.96295
ENSG00000177414    1   64669310   64733051    136      11  65967      -1.9929      0.97686
ENSG00000158966    1   64936428   65158741    337      40  65967       1.0304      0.15141
ENSG00000162437    1   65210778   65298915    133      12  65967      0.71278      0.23799
ENSG00000162434    1   65298912   65432187    307      21  65967       1.7388     0.041039
ENSG00000162433    1   65613232   65697828    153      11  65967      0.73635      0.23076
ENSG00000116675    1   65713902   65881552    383      22  65967     -0.56979      0.71559
ENSG00000116678    1   65886248   66107242    514      18  65967      0.34416      0.36536
ENSG00000213625    1   65886270   65901690     38       9  65967     -0.18571      0.57367
ENSG00000184588    1   66258197   66840259   1113      55  65967       3.5401   0.00019998
ENSG00000118473    1   66999066   67213982    661      20  65967       1.2384      0.10778
ENSG00000152760    1   67218142   67244470     60       6  65967       0.5699      0.28437
ENSG00000172410    1   67263424   67266939      7       2  65967     -0.53782      0.70465
ENSG00000152763    1   67278568   67390570    154      16  65967     -0.40334      0.65665
ENSG00000198160    1   67390578   67454302    106       7  65967      -1.1826      0.88152
ENSG00000116704    1   67465015   67519782    126      10  65967      -1.3247      0.90737
ENSG00000203963    1   67557848   67697536    384      24  65967      -2.1356      0.98364
ENSG00000162594    1   67632083   67725662    210      23  65967       -1.883      0.97015
ENSG00000081985    1   67773047   67862583    194      14  65967      -1.5519      0.93966
ENSG00000142864    1   67873493   67896098     16       3  65967     -0.88623      0.81225
ENSG00000116717    1   68150744   68154021      7       2  65967       2.2985     0.010768
ENSG00000172380    1   68167149   68299150    249      20  65967       2.8293    0.0023327
ENSG00000162595    1   68511645   68517314      8       2  65967      0.41936      0.33748
ENSG00000116729    1   68564142   68698803    426      56  65967    -0.032879      0.51311
ENSG00000116745    1   68894505   68915642     51       7  65967       1.2793      0.10039
ENSG00000024526    1   68939835   68962904     56       7  65967       1.9294     0.026841
ENSG00000033122    1   70034081   70617628   1298      47  65967        2.674    0.0037475
ENSG00000066557    1   70610488   70671303     64       6  65967      0.43979      0.33004
ENSG00000116754    1   70671365   70718735     42       4  65967      0.91831      0.17923
ENSG00000118454    1   70726271   70820417    100      11  65967       0.8887      0.18708
ENSG00000197568    1   70820488   70851022     49       6  65967       0.3502       0.3631
ENSG00000116761    1   70876901   70905534     58      12  65967       2.0725     0.019108
ENSG00000050628    1   71318036   71513491    511      33  65967       1.9437     0.025965
ENSG00000132485    1   71528974   71546980     24       5  65967       1.3016     0.096526
ENSG00000172260    1   71861623   72748417   1317      56  65967       1.7565       0.0395
ENSG00000162620    1   74491699   74663871    225      12  65967    -0.025146      0.51003
ENSG00000254685    1   74663896   74699770     81       5  65967       0.3924      0.34738
ENSG00000116783    1   74663947   75010112    480      36  65967      0.32874      0.37118
ENSG00000162621    1   74935562   74978298     25       2  65967       0.5854      0.27914
ENSG00000178965    1   75033795   75139422    120      10  65967     -0.95759      0.83086
ENSG00000116791    1   75171170   75199092     51       9  65967      -1.2847      0.90056
ENSG00000162623    1   75198836   75232362     87      11  65967      0.23957      0.40533
ENSG00000162624    1   75594119   75627218     42       6  65967       1.1338      0.12845
ENSG00000137968    1   75667816   76076801    788      25  65967      0.53873      0.29504
ENSG00000117054    1   76190036   76253260    162      10  65967      0.52379      0.30021
ENSG00000137955    1   76251879   76260764     16       4  65967      0.55044      0.29101
ENSG00000057468    1   76262567   76378923    318      15  65967      0.83109      0.20296
ENSG00000154007    1   76384558   76398116     33       6  65967      0.94702      0.17181
ENSG00000184005    1   76540404   77100286   1340     103  65967       1.2067      0.11377
ENSG00000117069    1   77333126   77531396    354      24  65967      0.60872      0.27136
ENSG00000142892    1   77554675   77685115    288      14  65967      0.30401      0.38056
ENSG00000154027    1   77747736   78025651    810      51  65967      0.81924      0.20632
ENSG00000036549    1   78028101   78149104    149      13  65967      0.58835      0.27815
ENSG00000077254    1   78161672   78225537     69      10  65967      0.37946      0.35217
ENSG00000180488    1   78245309   78344106    122      17  65967      0.71296      0.23793
ENSG00000162614    1   78354198   78409580     74      10  65967      0.56691      0.28539
ENSG00000162613    1   78409740   78444794     52       7  65967    -0.013809      0.50551
ENSG00000162616    1   78444859   78483648     62      12  65967      0.50712      0.30603
ENSG00000137960    1   78445226   78604133    310      24  65967      0.57999      0.28096
ENSG00000122420    1   78769568   79005434    442      33  65967     -0.40315      0.65658
ENSG00000137959    1   79085607   79111830     28       4  65967    -0.072982      0.52909
ENSG00000137965    1   79115481   79129763     20       4  65967       2.2268     0.012979
ENSG00000162618    1   79355449   79472403    443      24  65967       2.4932    0.0063291
ENSG00000117114    1   81771845   82458120   1761     124  65967       1.0077       0.1568
ENSG00000137941    1   84330711   84464833    278       9  65967     0.023278      0.49071
ENSG00000142875    1   84543745   84704181    176      12  65967        1.112      0.13306
ENSG00000203943    1   84764049   84855640    110      13  65967      0.77937      0.21788
ENSG00000137976    1   84864215   84880701     57       6  65967     -0.16536      0.56567
ENSG00000117133    1   84944942   84963473     59       9  65967       1.1761      0.11977
ENSG00000174021    1   84964008   84972248     22       6  65967      0.94707       0.1718
ENSG00000117151    1   85015289   85040163     39       6  65967      0.07019      0.47202
ENSG00000180869    1   85093913   85100703     11       3  65967       0.1732      0.43125
ENSG00000117155    1   85109390   85156486    103      11  65967      0.16251      0.43545
ENSG00000171517    1   85277285   85358896    193      36  65967      0.67351      0.25031
ENSG00000153898    1   85391268   85462796    204      12  65967       2.0058     0.022436
ENSG00000162643    1   85464830   85598821    317      27  65967       1.5567     0.059772
ENSG00000055732    1   85483765   85514182     46       8  65967       1.9188     0.027508
ENSG00000097096    1   85622556   85666729    107      10  65967      0.55434      0.28967
ENSG00000162642    1   85715639   85725355     25       7  65967       2.1966     0.014024
ENSG00000142867    1   85731931   85742773     29       8  65967       1.6585     0.048605
ENSG00000153904    1   85784164   86043933    542      37  65967       2.2972     0.010804
ENSG00000142871    1   86046444   86049645      4       2  65967      0.98809      0.16155
ENSG00000117174    1   86115106   86174116    100      14  65967     0.036874      0.48529
ENSG00000171502    1   86194916   86622626   1211      45  65967    -0.023614      0.50942
ENSG00000122417    1   86814344   86862023     93       7  65967     0.050397       0.4799
ENSG00000137975    1   86889769   86922241    150      16  65967    -0.047345      0.51888
ENSG00000016490    1   86934051   86965972    104      19  65967      0.43578       0.3315
ENSG00000016602    1   87012761   87046437     53       8  65967     -0.31647      0.62418
ENSG00000097033    1   87170259   87213867     63       8  65967      0.46152      0.32221
ENSG00000183291    1   87328132   87380107    102       6  65967    0.0037877      0.49849
ENSG00000153936    1   87380331   87602334    377      11  65967     -0.14713      0.55849
ENSG00000143013    1   87794151   87814606     16       2  65967      0.81447      0.20769
ENSG00000065243    1   89149905   89301938    286       5  65967      -1.7806      0.96251
ENSG00000137947    1   89318615   89357627     80       4  65967      -2.0729      0.98091
ENSG00000137944    1   89401456   89458636     82       5  65967      -2.0662       0.9806
ENSG00000213516    1   89445139   89458643      8       3  65967      -1.0667      0.85695
ENSG00000117226    1   89472349   89488577     21       4  65967     -0.99405       0.8399
ENSG00000117228    1   89518002   89531043     31       5  65967      -2.2683      0.98835
ENSG00000162645    1   89571815   89616139     95       6  65967     -0.41578      0.66121
ENSG00000213512    1   89597434   89641723     62       5  65967     -0.50031      0.69157
ENSG00000162654    1   89646831   89664615     25       4  65967     -0.59367      0.72363
ENSG00000154451    1   89724633   89738544     11       2  65967      0.93123      0.17587
ENSG00000183347    1   89829617   89852020     64      10  65967       1.3223     0.093038
ENSG00000197147    1   89990395   90063423    153       9  65967     -0.39704      0.65433
ENSG00000171488    1   90098631   90235462    190      10  65967      0.34347      0.36562
ENSG00000171492    1   90286573   90402170     83      11  65967      0.76054      0.22346
ENSG00000162664    1   90460671   90501090     14       2  65967      -2.4741      0.99332
ENSG00000143032    1   91177096   91182794      8       4  65967      0.94378      0.17264
ENSG00000122482    1   91380859   91487829    119       6  65967       2.0552     0.019928
ENSG00000162669    1   91726323   91870426    244      19  65967       1.2853     0.099346
ENSG00000097046    1   91966408   91991321     32       5  65967      0.42907      0.33394
ENSG00000069702    1   92145902   92371892    599      46  65967      0.63194      0.26371
ENSG00000137948    1   92414928   92479983    150       9  65967     -0.55807       0.7116
ENSG00000172031    1   92495539   92529093     50       7  65967     0.052408       0.4791
ENSG00000189195    1   92545862   92613393    100       5  65967     -0.67567      0.75038
ENSG00000069712    1   92632542   92650280     26       3  65967      -1.3117      0.90519
ENSG00000203910    1   92683497   92711370     18       3  65967       2.1577     0.015474
ENSG00000174842    1   92711959   92764544     34       3  65967       1.7284     0.041961
ENSG00000122484    1   92764522   92867613     82       6  65967       1.9272      0.02698
ENSG00000162676    1   92940319   92952433     15       3  65967       2.6117    0.0045048
ENSG00000067208    1   92974253   93257961    435       9  65967       2.2753     0.011445
ENSG00000122406    1   93297582   93307481      7       2  65967       1.0116      0.15586
ENSG00000154511    1   93307724   93427057    140       4  65967       1.6059     0.054147
ENSG00000143033    1   93544792   93604638     71       6  65967    -0.071454      0.52848
ENSG00000117500    1   93615299   93646285     39       4  65967     0.088676      0.46467
ENSG00000122483    1   93645476   93744287    170       9  65967     -0.19143      0.57591
ENSG00000117505    1   93811445   93835055     36       4  65967     -0.29155      0.61468
ENSG00000137942    1   93913688   94020218     70       8  65967     -0.89813      0.81544
ENSG00000137936    1   94027347   94312706    695      21  65967     -0.58743      0.72154
ENSG00000067334    1   94333373   94345474     29       3  65967     -0.85502      0.80373
ENSG00000023909    1   94350761   94374966     39       5  65967       -0.542      0.70609
ENSG00000198691    1   94458393   94586688    364      47  65967    -0.067912      0.52707
ENSG00000137962    1   94614544   94740624    135      16  65967      -1.4344      0.92427
ENSG00000117528    1   94883933   94984222     82       7  65967     -0.78638      0.78418
ENSG00000117525    1   94994781   95007356     19       4  65967     -0.87766      0.80994
ENSG00000143036    1   95285898   95360802    209      31  65967       0.7741      0.21943
ENSG00000117519    1   95362507   95392834     96      19  65967      0.99013      0.16106
ENSG00000172339    1   95439963   95538501    222      21  65967        2.479    0.0065884
ENSG00000152078    1   95582894   95663163    196      21  65967      0.90276      0.18333
ENSG00000122481    1   95699711   95712781     32       8  65967      0.66748      0.25223
ENSG00000117569    1   97187221   97289294    162      11  65967       2.9858    0.0014143
ENSG00000188641    1   97543299   98386605   1447      75  65967       6.1079   5.0488e-10
ENSG00000162627    1   99127236   99226056    288      13  65967       0.2547      0.39948
ENSG00000117598    1   99355806   99470588    346      27  65967      0.89524      0.18533
ENSG00000117600    1   99729509   99775146     58       9  65967      0.80645      0.20999
ENSG00000099260    1  100111499  100160097     68       9  65967        1.675     0.046966
ENSG00000156869    1  100174259  100232187    200       7  65967      0.20303      0.41955
ENSG00000162688    1  100315640  100389579    201      16  65967     -0.16689      0.56627
ENSG00000117620    1  100435345  100492535     99       7  65967     -0.60513      0.72745
ENSG00000156875    1  100503653  100548933     79       7  65967     -0.48151      0.68492
ENSG00000156876    1  100549119  100598511     75       9  65967     -0.50007      0.69149
ENSG00000122435    1  100598706  100616053     16       3  65967     -0.38124      0.64849
ENSG00000122477    1  100614409  100643771     26       4  65967     -0.41803      0.66204
ENSG00000137992    1  100652475  100715390     92       6  65967      -0.5559      0.71086
ENSG00000137996    1  100731763  100758325     44       2  65967      0.72735      0.23351
ENSG00000079335    1  100810584  100985833    162       9  65967     0.060007      0.47607
ENSG00000181656    1  101003693  101007574      8       3  65967      -1.8911      0.97069
ENSG00000162692    1  101185298  101204601     15       6  65967     -0.37743      0.64707
ENSG00000162694    1  101337943  101361554     22       5  65967       3.2475   0.00058217
ENSG00000162695    1  101361632  101447309     92       7  65967      0.99691      0.15941
ENSG00000117543    1  101455179  101491644     37       4  65967       0.6899      0.24513
ENSG00000170989    1  101702444  101707074      5       1  65967     -0.73921      0.77011
ENSG00000118733    1  102268130  102462586    522      39  65967         2.47    0.0067557
ENSG00000060718    1  103342023  103574052    863      29  65967       1.4528     0.073136
ENSG00000185946    1  104068313  104097861     20       2  65967      0.49824      0.30916
ENSG00000240038    1  104096437  104122156     16       4  65967     -0.24527      0.59688
ENSG00000198890    1  107599267  107601916      2       1  65967      0.68414      0.24694
ENSG00000162631    1  107682629  108026080    544      40  65967       1.3616     0.086666
ENSG00000134215    1  108113782  108507766   1012      59  65967       1.8885      0.02948
ENSG00000085491    1  108676658  108743471    171      13  65967       2.5789    0.0049562
ENSG00000186086    1  108918421  109013624      3       1  65967      0.91681      0.17962
ENSG00000162636    1  109102711  109187522     95       3  65967      -1.2937      0.90211
ENSG00000162639    1  109190912  109204148      8       2  65967     -0.33601      0.63157
ENSG00000134186    1  109234945  109244425      2       1  65967      -1.0395      0.85073
ENSG00000143107    1  109255279  109285365     49       9  65967      0.39528      0.34632
ENSG00000116266    1  109289296  109352148    182       8  65967      0.73537      0.23106
ENSG00000162641    1  109358520  109506106    422      23  65967      0.38574      0.34985
ENSG00000121957    1  109417972  109477167    131      12  65967      0.57023      0.28426
ENSG00000121940    1  109472130  109506111     92      13  65967     -0.61118      0.72946
ENSG00000085433    1  109512836  109584850    153      13  65967     -0.13736      0.55463
ENSG00000197780    1  109605108  109618624      4       2  65967      0.87633      0.19043
ENSG00000179902    1  109648573  109656479      7       1  65967     -0.59736      0.72487
ENSG00000116299    1  109656301  109749401    261      22  65967       -1.604      0.94564
ENSG00000031698    1  109756540  109780791     29       6  65967      0.71587      0.23704
ENSG00000143126    1  109792641  109818372     57       9  65967       1.9183     0.027536
ENSG00000134222    1  109822178  109825808      3       1  65967       1.8456     0.032478
ENSG00000221986    1  109834987  109849663     20       4  65967     -0.87138      0.80823
ENSG00000134243    1  109852192  109940573     88       4  65967     -0.74657      0.77234
ENSG00000143106    1  109941653  109969062     28       3  65967     -0.38672      0.65052
ENSG00000143028    1  110009180  110024759     33       2  65967     -0.78495      0.78376
ENSG00000162650    1  110026101  110035426      9       3  65967      0.56959      0.28448
ENSG00000174151    1  110036674  110045554      9       2  65967      0.35853      0.35997
ENSG00000181754    1  110046797  110052360      8       3  65967       0.7322      0.23202
ENSG00000156097    1  110082494  110091028      8       2  65967       1.4942      0.06756
ENSG00000065135    1  110091233  110136975     46       6  65967       1.0742      0.14137
ENSG00000134183    1  110145889  110155679     13       4  65967       1.9416     0.026095
ENSG00000116337    1  110158726  110174673     25       6  65967       1.2544      0.10485
ENSG00000168765    1  110198703  110208118      5       2  65967       1.1351      0.12818
ENSG00000213366    1  110210644  110252171     12       4  65967      0.88358      0.18846
ENSG00000134184    1  110230436  110251661      7       2  65967     -0.89684       0.8151
ENSG00000134201    1  110254864  110318050    109      16  65967      0.70509      0.24038
ENSG00000134202    1  110276554  110284384     14       3  65967       1.3748     0.084595
ENSG00000198758    1  110292702  110306649     25       6  65967      0.52074      0.30127
ENSG00000184371    1  110452864  110473614     30       7  65967     -0.73173      0.76783
ENSG00000168710    1  110527308  110566357     11       3  65967       1.2114      0.11287
ENSG00000143093    1  110574199  110617263     41       3  65967       1.8513     0.032066
ENSG00000156150    1  110602616  110613322     13       2  65967       1.7841     0.037205
ENSG00000186150    1  110655062  110656569      1       1  65967      0.10018       0.4601
ENSG00000197106    1  110693108  110744824     64       6  65967       0.3811      0.35157
ENSG00000116396    1  110753965  110825722    171      15  65967      0.53929      0.29484
ENSG00000162775    1  110881128  110889299      9       3  65967       1.6058     0.054155
ENSG00000168679    1  110905470  110933704     51       9  65967       2.3948    0.0083144
ENSG00000134248    1  110943871  110950564     13       3  65967       2.2213     0.013165
ENSG00000143125    1  110993822  110999976     17       4  65967     -0.79517      0.78674
ENSG00000143105    1  111059839  111061797      5       2  65967     -0.11767      0.54683
ENSG00000177301    1  111136202  111174096     79       8  65967     -0.20626      0.58171
ENSG00000177272    1  111214310  111217655      1       1  65967      0.73885         0.23
ENSG00000143119    1  111415775  111442550     69       8  65967      0.70271      0.24112
ENSG00000121931    1  111489807  111506701     13       3  65967    -0.063111      0.52516
ENSG00000156171    1  111659955  111682838     46       6  65967     -0.53948      0.70522
ENSG00000134255    1  111682249  111727724     52       8  65967      0.33592      0.36847
ENSG00000162777    1  111729796  111747157     29       8  65967      0.42383      0.33584
ENSG00000064886    1  111743393  111786062    125      15  65967       1.2935     0.097925
ENSG00000134216    1  111833484  111863188    180      18  65967      0.85062      0.19749
ENSG00000173947    1  111888910  111895635     24       4  65967       0.9151      0.18007
ENSG00000085465    1  111956936  111970399     37       5  65967      -0.2256      0.58924
ENSG00000116455    1  111982512  111991998     10       2  65967      -0.5269      0.70087
ENSG00000116459    1  111991486  112005395     18       2  65967     0.036733      0.48535
ENSG00000143110    1  112016414  112021134      5       2  65967     -0.26972      0.60631
ENSG00000121933    1  112025970  112106584    198      26  65967    0.0047495      0.49811
ENSG00000116473    1  112084840  112259313    419      32  65967     -0.47554       0.6828
ENSG00000197852    1  112223252  112298446    216      28  65967     -0.66114      0.74574
ENSG00000064703    1  112297867  112310638     42       5  65967      -1.4875      0.93155
ENSG00000171385    1  112313284  112531777    542      59  65967       2.9107    0.0018029
ENSG00000143079    1  112938803  113006078    127       3  65967         2.27     0.011603
ENSG00000134245    1  113009163  113072787    104      16  65967       2.0714     0.019161
ENSG00000007341    1  113066140  113163447    134       7  65967       3.5039   0.00022928
ENSG00000116489    1  113161795  113214241     48       5  65967       3.2502   0.00057659
ENSG00000155363    1  113215763  113243368     36       4  65967       3.3077   0.00047038
ENSG00000155366    1  113243728  113250056     13       3  65967       2.0404     0.020655
ENSG00000155380    1  113454469  113499635     41       5  65967      0.49185      0.31141
ENSG00000198799    1  113615831  113674882     62       6  65967       0.7747      0.21926
ENSG00000081026    1  113933371  114228545    425      20  65967        1.279      0.10045
ENSG00000116793    1  114239453  114302111     82       8  65967       1.1934      0.11636
ENSG00000081019    1  114304454  114355098     50       7  65967       1.3752     0.084531
ENSG00000134242    1  114356433  114414381     85      10  65967       1.3172     0.093885
ENSG00000188761    1  114420790  114430169     13       4  65967       1.1221       0.1309
ENSG00000134262    1  114437370  114447823     12       3  65967        1.147      0.12569
ENSG00000118655    1  114447763  114456708      8       2  65967      0.81346      0.20798
ENSG00000163349    1  114471814  114520426     38       5  65967     -0.52758      0.70111
ENSG00000116774    1  114522063  114524876      2       1  65967     -0.70581      0.75985
ENSG00000134207    1  114631913  114696541    191      37  65967       1.7219     0.042542
ENSG00000197323    1  114935399  115053781    242      16  65967       1.0819      0.13965
ENSG00000116752    1  115110178  115124260     20       6  65967     -0.68892      0.75456
ENSG00000175984    1  115125469  115213043    155      15  65967     -0.63655      0.73779
ENSG00000116748    1  115215719  115238239     47      10  65967      0.13048      0.44809
ENSG00000213281    1  115247090  115259515     11       2  65967       0.9992      0.15885
ENSG00000009307    1  115259534  115301297     59       6  65967       2.4069    0.0080445
ENSG00000052723    1  115312100  115323306      3       1  65967       2.1381     0.016253
ENSG00000198765    1  115397424  115537991    284      14  65967      0.53529      0.29622
ENSG00000134200    1  115572415  115576941     21       3  65967      0.53683      0.29569
ENSG00000134198    1  115590632  115632121    140      18  65967       1.9492     0.025633
ENSG00000134259    1  115828539  115880857    131      21  65967       1.5041     0.066276
ENSG00000173218    1  116184574  116240845    156      23  65967        1.286     0.099228
ENSG00000118729    1  116242628  116311402    279      14  65967      0.43123      0.33315
ENSG00000177551    1  116378998  116386538     18       3  65967       1.5826      0.05676
ENSG00000163393    1  116519119  116612675    179      17  65967      0.45535      0.32443
ENSG00000173212    1  116654376  116677861     50       7  65967      0.96302      0.16777
ENSG00000163399    1  116915290  116952883     47       3  65967      -1.0408      0.85102
ENSG00000116815    1  117057157  117113661     25       2  65967      -1.1598      0.87693
ENSG00000143061    1  117117031  117210375     30       4  65967     -0.67714      0.75084
ENSG00000203864    1  117236734  117249225      6       2  65967     -0.52626      0.70065
ENSG00000116824    1  117297007  117311850     15       2  65967       1.5987     0.054948
ENSG00000134247    1  117452679  117532980    200      20  65967      0.69295      0.24417
ENSG00000134256    1  117544382  117579167     63      11  65967      0.61327      0.26985
ENSG00000116830    1  117602925  117650075     72      12  65967     -0.35204       0.6376
ENSG00000134253    1  117653682  117665209     30       5  65967    -0.014524      0.50579
ENSG00000134258    1  117686209  117753556    126      13  65967       2.4843    0.0064904
ENSG00000198162    1  117910071  118071494    363      16  65967      0.71147       0.2384
ENSG00000183508    1  118148556  118170994     62       7  65967       1.1067       0.1342
ENSG00000196505    1  118406107  118472253     27       4  65967      0.47775      0.31642
ENSG00000065183    1  118472343  118509165     24       4  65967      0.85659      0.19583
ENSG00000155761    1  118496484  118727846    286       9  65967  -0.00078582      0.50031
ENSG00000092607    1  119425669  119532179    256      19  65967     -0.52326       0.6996
ENSG00000116874    1  119573839  119683294    218      18  65967     -0.84157      0.79999
ENSG00000116882    1  119911402  119936753     48       7  65967      0.57659      0.28211
ENSG00000203859    1  119957554  119965658     22       3  65967     -0.59834      0.72519
ENSG00000203857    1  120049821  120057681      6       1  65967      0.74586      0.22788
ENSG00000143067    1  120162045  120190396     48       6  65967     -0.44724      0.67265
ENSG00000092621    1  120202421  120286838    153      16  65967     -0.75471      0.77479
ENSG00000134240    1  120290619  120311528     38       7  65967     -0.97628      0.83554
ENSG00000134193    1  120336641  120354283     41       5  65967      0.59692      0.27528
ENSG00000134249    1  120436156  120439118      3       1  65967    -0.023643      0.50943
ENSG00000134250    1  120454176  120612240     52       1  65967      0.13905      0.44471
ENSG00000168509    1  145413095  145417545      1       1  65967      0.40266       0.3436
ENSG00000117289    1  145438469  145442635      4       1  65967       0.1655      0.43427
ENSG00000121851    1  145456236  145470388      2       1  65967      -1.1369      0.87221
ENSG00000181039    1  145470508  145475646      1       1  65967      -1.3774       0.9158
ENSG00000152022    1  145477085  145501669      3       1  65967     0.071779      0.47139
ENSG00000131795    1  145507598  145513536      2       1  65967     0.051233      0.47957
ENSG00000131779    1  145516252  145523730      2       1  65967     -0.72129      0.76463
