ENSGID	NAME	CHR	START	END	TSS
ENSG00000196136	SERPINA3	14	95078714	95090392	95078714
ENSG00000133937	GSC	14	95234553	95236562	95236562
ENSG00000100697	DICER1	14	95552565	95624347	95624347
ENSG00000165959	CLMN	14	95648277	95786243	95786243
ENSG00000176438	SYNE3	14	95883831	95942173	95942173
ENSG00000182512	GLRX5	14	95999840	96011061	95999840
ENSG00000213231	TCL1B	14	96152754	96158980	96152754
ENSG00000100721	TCL1A	14	96176304	96180533	96180533
ENSG00000227051	C14orf132	14	96505661	96560417	96505661
ENSG00000168398	BDKRB2	14	96671016	96710666	96671016
ENSG00000100739	BDKRB1	14	96722161	96735304	96722161
ENSG00000258729	DKFZP434O1614	14	96741383	96743060	96743060
ENSG00000066739	ATG2B	14	96747595	96830207	96830207
ENSG00000100744	GSKIP	14	96829814	96853625	96829814
ENSG00000140057	AK7	14	96858448	96955764	96858448
ENSG00000090060	PAPOLA	14	96967770	97033448	96967770
ENSG00000100749	VRK1	14	97263641	97398059	97263641
ENSG00000246223	C14orf64	14	98391947	98444461	98444461
ENSG00000176605	C14orf177	14	99177950	99184098	99177950
ENSG00000127152	BCL11B	14	99635624	99737861	99737861
ENSG00000183576	SETD3	14	99864083	99947216	99947216
ENSG00000090061	CCNK	14	99947506	100001381	99947506
ENSG00000205476	CCDC85C	14	99977603	100070363	100070363
ENSG00000182218	HHIPL1	14	100111447	100146906	100111447
ENSG00000036530	CYP46A1	14	100150641	100193638	100150641
ENSG00000066629	EML1	14	100204030	100408397	100204030
ENSG00000196405	EVL	14	100437786	100610573	100437786
ENSG00000168350	DEGS2	14	100612756	100626500	100626500
ENSG00000100811	YY1	14	100704635	100749129	100704635
ENSG00000197119	SLC25A29	14	100757448	100772884	100772884
ENSG00000140107	SLC25A47	14	100789674	100796715	100789674
ENSG00000140105	WARS	14	100800125	100843142	100843142
ENSG00000176473	WDR25	14	100842755	100996640	100842755
ENSG00000183092	BEGAIN	14	101003486	101053750	101053750
ENSG00000185559	DLK1	14	101192042	101201539	101192042
ENSG00000254656	RTL1	14	101346992	101351184	101351184
ENSG00000197406	DIO3	14	102027688	102029789	102027688
ENSG00000078304	PPP2R5C	14	102228135	102394326	102228135
ENSG00000197102	DYNC1H1	14	102430865	102517129	102430865
ENSG00000080824	HSP90AA1	14	102547075	102606036	102606036
ENSG00000140153	WDR20	14	102605840	102691184	102605840
ENSG00000080823	MOK	14	102690837	102771537	102771537
ENSG00000022976	ZNF839	14	102783714	102809044	102783714
ENSG00000100865	CINP	14	102808956	102829253	102829253
ENSG00000196663	TECPR2	14	102829300	102968818	102829300
ENSG00000156381	ANKRD9	14	102973179	102976136	102976136
ENSG00000089902	RCOR1	14	103058998	103196913	103058998
ENSG00000131323	TRAF3	14	103243813	103377837	103243813
ENSG00000166126	AMN	14	103388993	103399933	103388993
ENSG00000198752	CDC42BPB	14	103398716	103523799	103523799
ENSG00000205436	EXOC3L4	14	103566481	103576896	103566481
ENSG00000185215	TNFAIP2	14	103589779	103603776	103589779
ENSG00000100664	EIF5	14	103799881	103811362	103799881
ENSG00000075413	MARK3	14	103851729	103970168	103851729
ENSG00000166165	CKB	14	103985996	103989448	103989448
ENSG00000166166	TRMT61A	14	103995521	104003410	103995521
ENSG00000166170	BAG5	14	104022881	104029168	104029168
ENSG00000126214	KLC1	14	104028233	104167888	104028233
ENSG00000256053	APOPT1	14	104029299	104073860	104029299
ENSG00000126215	XRCC3	14	104163946	104181841	104181841
ENSG00000100711	ZFYVE21	14	104182067	104200005	104182067
ENSG00000088808	PPP1R13B	14	104200089	104313927	104313927
ENSG00000156411	C14orf2	14	104378625	104394606	104394606
ENSG00000156414	TDRD9	14	104394799	104519004	104394799
ENSG00000227729	RD3L	14	104406763	104408645	104408645
ENSG00000166183	ASPG	14	104552016	104579098	104552016
ENSG00000066735	KIF26A	14	104605060	104647231	104605060
ENSG00000228032	C14orf144	14	104710541	104712473	104710541
ENSG00000258986	TMEM179	14	104941015	105071984	105071984
ENSG00000184601	C14orf180	14	105046021	105056852	105046021
ENSG00000203485	INF2	14	105155943	105185942	105155943
ENSG00000185100	ADSSL1	14	105190523	105213662	105190523
ENSG00000184990	SIVA1	14	105219437	105234831	105219437
ENSG00000142208	AKT1	14	105235686	105262088	105262088
ENSG00000179627	ZBTB42	14	105266933	105271049	105266933
ENSG00000099814	CEP170B	14	105331617	105363107	105331617
ENSG00000166428	PLD4	14	105391153	105399574	105391153
ENSG00000185567	AHNAK2	14	105403581	105444694	105444694
ENSG00000140104	C14orf79	14	105452112	105476819	105452112
ENSG00000170779	CDCA4	14	105475910	105487485	105487485
ENSG00000183484	GPR132	14	105515728	105531782	105531782
ENSG00000184916	JAG2	14	105607318	105635161	105635161
ENSG00000183828	NUDT14	14	105639275	105647660	105647660
ENSG00000185024	BRF1	14	105675623	105781926	105781926
ENSG00000184887	BTBD6	14	105714827	105717430	105714827
ENSG00000179364	PACS2	14	105766900	105864484	105766900
ENSG00000226174	TEX22	14	105864916	105916443	105864916
ENSG00000182979	MTA1	14	105886159	105937066	105886159
ENSG00000182809	CRIP2	14	105939299	105946499	105939299
ENSG00000213145	CRIP1	14	105952654	105955284	105952654
ENSG00000257341	CRIP1	14	105953536	105958604	105953536
ENSG00000185347	C14orf80	14	105956192	105965912	105956192
ENSG00000184986	TMEM121	14	105992940	105996539	105992940
ENSG00000226777	KIAA0125	14	106383838	106391825	106383838
ENSG00000215405	GOLGA6L6	15	20737094	20747114	20747114
ENSG00000230031	POTEB2	15	21040701	21071643	21071643
ENSG00000268531	DKFZP547L112	15	22011370	22012050	22011370
ENSG00000233917	POTEB	15	22051853	22083227	22083227
ENSG00000182974	OR4M2	15	22368478	22369561	22368478
ENSG00000183706	OR4N4	15	22382382	22383507	22382382
ENSG00000197414	GOLGA6L1	15	22736246	22746002	22736246
ENSG00000153575	TUBGCP5	15	22833395	22873892	22833395
ENSG00000068793	CYFIP1	15	22892005	23006016	22892005
ENSG00000140157	NIPA2	15	23004684	23034427	23034427
ENSG00000170113	NIPA1	15	23043277	23100005	23100005
ENSG00000153666	GOLGA8I	15	23255242	23268823	23255242
ENSG00000261739	GOLGA8S	15	23599895	23612378	23599895
ENSG00000174450	GOLGA6L2	15	23684645	23692381	23692381
ENSG00000179455	MKRN3	15	23810454	23873064	23810454
ENSG00000254585	MAGEL2	15	23888691	23891175	23891175
ENSG00000182636	NDN	15	23930565	23932450	23932450
ENSG00000185823	NPAP1	15	24920541	24928593	24920541
ENSG00000128739	SNRPN	15	25068794	25223870	25068794
ENSG00000273173	SNURF	15	25200133	25223729	25200133
ENSG00000214265	SNURF	15	25200181	25245423	25200181
ENSG00000114062	UBE3A	15	25582381	25684128	25684128
ENSG00000206190	ATP10A	15	25922420	26110317	26110317
ENSG00000166206	GABRB3	15	26788693	27184686	27184686
ENSG00000186297	GABRA5	15	27111510	27194354	27111510
ENSG00000182256	GABRG3	15	27216429	27778373	27216429
ENSG00000104044	OCA2	15	28000021	28344504	28344504
ENSG00000128731	HERC2	15	28356186	28567298	28567298
ENSG00000153684	GOLGA8F	15	28623767	28637170	28623767
ENSG00000183629	GOLGA8G	15	28764757	28778160	28778160
ENSG00000188626	GOLGA8M	15	28947100	28983530	28983530
ENSG00000034053	APBA2	15	29129629	29410518	29129629
ENSG00000104059	FAM189A1	15	29412457	29862927	29862927
ENSG00000185115	NDNL2	15	29560353	29562033	29562033
ENSG00000104067	TJP1	15	29991571	30261068	30261068
ENSG00000179938	GOLGA8J	15	30375158	30385702	30375158
ENSG00000261247	GOLGA8T	15	30427352	30437770	30427352
ENSG00000166664	CHRFAM7A	15	30653443	30686052	30686052
ENSG00000186399	GOLGA8R	15	30695943	30706463	30706463
ENSG00000178115	GOLGA8Q	15	30844183	30854704	30844183
ENSG00000261794	GOLGA8H	15	30896329	30906764	30896329
ENSG00000187951	ARHGAP11B	15	30916697	31065196	30916697
ENSG00000198690	FAN1	15	31196055	31235311	31196055
ENSG00000166912	MTMR10	15	31231144	31283810	31283810
ENSG00000134160	TRPM1	15	31293264	31453476	31453476
ENSG00000169926	KLF13	15	31619058	31727868	31619058
ENSG00000169918	OTUD7A	15	31775329	32162992	32162992
ENSG00000175344	CHRNA7	15	32322691	32464722	32322691
ENSG00000249931	GOLGA8K	15	32684983	32695396	32695396
ENSG00000206127	GOLGA8O	15	32737307	32747835	32747835
ENSG00000232653	GOLGA8N	15	32885657	32896179	32885657
ENSG00000198826	ARHGAP11A	15	32907345	32932150	32907345
ENSG00000166922	SCG5	15	32933877	32989299	32933877
ENSG00000166923	GREM1	15	33010175	33026870	33010175
ENSG00000248905	FMN1	15	33057747	33486897	33486897
ENSG00000198838	RYR3	15	33603163	34158303	33603163
ENSG00000169857	AVEN	15	34158428	34331377	34331377
ENSG00000184984	CHRM5	15	34260921	34357291	34260921
ENSG00000134153	EMC7	15	34376218	34394149	34394149
ENSG00000182405	PGBD4	15	34394274	34396591	34394274
ENSG00000134152	KATNBL1	15	34432875	34502297	34502297
ENSG00000128463	EMC4	15	34517200	34522357	34517200
ENSG00000140199	SLC12A6	15	34525460	34630261	34630261
ENSG00000182117	NOP10	15	34633917	34635378	34635378
ENSG00000184507	NUTM1	15	34635516	34649938	34635516
ENSG00000176454	LPCAT4	15	34651106	34659479	34659479
ENSG00000175265	GOLGA8A	15	34671269	34880704	34880704
ENSG00000215252	GOLGA8B	15	34817408	34880704	34880704
ENSG00000159248	GJD2	15	35043233	35047166	35047166
ENSG00000159251	ACTC1	15	35080297	35088340	35088340
ENSG00000021776	AQR	15	35147732	35262040	35262040
ENSG00000198146	ZNF770	15	35270542	35280488	35280488
ENSG00000134146	DPH6	15	35509546	35838394	35838394
ENSG00000186073	C15orf41	15	36871812	37102449	36871812
ENSG00000134138	MEIS2	15	37181406	37393504	37393504
ENSG00000166069	TMCO5A	15	38214140	38259925	38214140
ENSG00000166068	SPRED1	15	38544527	38649450	38544527
ENSG00000171262	FAM98B	15	38746328	38779911	38746328
ENSG00000172575	RASGRP1	15	38780304	38857776	38857776
ENSG00000175779	C15orf53	15	38988799	38992239	38988799
ENSG00000175746	C15orf54	15	39542885	39547046	39542885
ENSG00000137801	THBS1	15	39873280	39891667	39873280
ENSG00000150667	FSIP1	15	39892232	40075031	40075031
ENSG00000166073	GPR176	15	40091233	40213093	40213093
ENSG00000128829	EIF2AK4	15	40226347	40327797	40226347
ENSG00000140319	SRP14	15	40327940	40331389	40331389
ENSG00000104081	BMF	15	40380091	40401093	40401093
ENSG00000156970	BUB1B	15	40453224	40513337	40453224
ENSG00000137843	PAK6	15	40509629	40569688	40509629
ENSG00000176753	C15orf56	15	40542865	40545170	40545170
ENSG00000137841	PLCB2	15	40570377	40600136	40600136
ENSG00000230778	ANKRD63	15	40573645	40574787	40574787
ENSG00000188549	C15orf52	15	40623653	40633168	40633168
ENSG00000233041	PHGR1	15	40643234	40648635	40643234
ENSG00000140323	DISP2	15	40650436	40663257	40650436
ENSG00000128944	KNSTRN	15	40674922	40686447	40674922
ENSG00000128928	IVD	15	40697686	40728146	40697686
ENSG00000140320	BAHD1	15	40731920	40760441	40731920
ENSG00000169105	CHST14	15	40763160	40765353	40763160
ENSG00000128891	C15orf57	15	40820882	40857256	40857256
ENSG00000166133	RPUSD2	15	40861499	40866659	40861499
ENSG00000137812	CASC5	15	40886218	40956540	40886218
ENSG00000051180	RAD51	15	40986972	41024354	40986972
ENSG00000137824	RMDN3	15	41028082	41048049	41048049
ENSG00000137880	GCHFR	15	41056218	41059906	41056218
ENSG00000104129	DNAJC17	15	41060067	41099675	41099675
ENSG00000188277	C15orf62	15	41062159	41064643	41062159
ENSG00000166140	ZFYVE19	15	41099284	41106767	41099284
ENSG00000166143	PPP1R14D	15	41107650	41120907	41120907
ENSG00000166145	SPINT1	15	41136216	41150405	41136216
ENSG00000104140	RHOV	15	41164412	41166487	41166487
ENSG00000104142	VPS18	15	41186628	41196173	41186628
ENSG00000128917	DLL4	15	41221538	41231237	41221538
ENSG00000128965	CHAC1	15	41245160	41248710	41245160
ENSG00000128908	INO80	15	41271078	41408552	41408552
ENSG00000178997	EXD1	15	41474923	41522941	41522941
ENSG00000187446	CHP1	15	41523037	41574043	41523037
ENSG00000104147	OIP5	15	41601466	41624819	41624819
ENSG00000137804	NUSAP1	15	41624892	41673248	41624892
ENSG00000137806	NDUFAF1	15	41679551	41694717	41694717
ENSG00000137815	RTF1	15	41700606	41775761	41700606
ENSG00000137825	ITPKA	15	41785591	41795747	41785591
ENSG00000062524	LTK	15	41795836	41806085	41806085
ENSG00000103932	RPAP1	15	41809374	41836467	41836467
ENSG00000092445	TYRO3	15	41849873	41871536	41849873
ENSG00000174197	MGA	15	41913422	42062141	41913422
ENSG00000137802	MAPKBP1	15	42066632	42120053	42066632
ENSG00000243708	PLA2G4B	15	42120283	42140345	42120283
ENSG00000243789	JMJD7	15	42120283	42129779	42120283
ENSG00000137877	SPTBN5	15	42140345	42186275	42186275
ENSG00000103966	EHD4	15	42190950	42264776	42264776
ENSG00000188089	PLA2G4E	15	42273780	42343388	42343388
ENSG00000159337	PLA2G4D	15	42359207	42386752	42386752
ENSG00000168907	PLA2G4F	15	42433332	42448839	42448839
ENSG00000166887	VPS39	15	42450899	42500514	42500514
ENSG00000103978	TMEM87A	15	42502730	42565861	42565861
ENSG00000214013	GANC	15	42565431	42645864	42565431
ENSG00000092529	CAPN3	15	42640301	42704516	42640301
ENSG00000103994	ZNF106	15	42705021	42783321	42783321
ENSG00000092531	SNAP23	15	42783431	42837547	42783431
ENSG00000180979	LRRC57	15	42834720	42841000	42841000
ENSG00000137814	HAUS2	15	42841008	42862192	42841008
ENSG00000159433	STARD9	15	42867857	43013179	42867857
ENSG00000140326	CDAN1	15	43015757	43029324	43029324
ENSG00000128881	TTBK2	15	43030932	43213007	43213007
ENSG00000159459	UBR1	15	43235095	43398311	43398311
ENSG00000166947	EPB42	15	43398423	43513481	43513481
ENSG00000137842	TMEM62	15	43415477	43477344	43415477
ENSG00000166946	CCNDBP1	15	43477316	43487396	43477316
ENSG00000104055	TGM5	15	43524793	43559055	43559055
ENSG00000159495	TGM7	15	43568478	43594453	43594453
ENSG00000168806	LCMT2	15	43619974	43622803	43622803
ENSG00000168803	ADAL	15	43622872	43646096	43622872
ENSG00000140265	ZSCAN29	15	43650370	43663223	43663223
ENSG00000137822	TUBGCP4	15	43661419	43699293	43661419
ENSG00000067369	TP53BP1	15	43699407	43802926	43802926
ENSG00000166963	MAP1A	15	43803156	43823818	43803156
ENSG00000168781	PPIP5K1	15	43825660	43882430	43882430
ENSG00000237289	CKMT1B	15	43885252	43897099	43885252
ENSG00000242866	STRC	15	43891596	44010458	44010458
ENSG00000166762	CATSPER2	15	43920701	43960316	43960316
ENSG00000223572	CKMT1A	15	43985084	43991420	43985084
ENSG00000167004	PDIA3	15	44038590	44065477	44038590
ENSG00000128886	ELL3	15	44064798	44069741	44069741
ENSG00000140264	SERF2	15	44069285	44094787	44069285
ENSG00000184716	SERINC4	15	44086360	44092419	44092419
ENSG00000242028	HYPK	15	44088340	44095241	44088340
ENSG00000140259	MFAP1	15	44096690	44117000	44117000
ENSG00000092470	WDR76	15	44119161	44160617	44119161
ENSG00000171877	FRMD5	15	44162962	44487450	44487450
ENSG00000166734	CASC4	15	44580927	44707956	44580927
ENSG00000137770	CTDSPL2	15	44719432	44821236	44719432
ENSG00000104131	EIF3J	15	44829255	44855227	44829255
ENSG00000104133	SPG11	15	44854894	44955876	44955876
ENSG00000229474	PATL2	15	44957930	45003514	45003514
ENSG00000166710	B2M	15	45003675	45011075	45003675
ENSG00000185880	TRIM69	15	45021186	45060027	45021186
ENSG00000167014	C15orf43	15	45248900	45271427	45248900
ENSG00000140263	SORD	15	45315302	45369383	45315302
ENSG00000140279	DUOX2	15	45384848	45406542	45406542
ENSG00000140274	DUOXA2	15	45406519	45410619	45406519
ENSG00000140254	DUOXA1	15	45409569	45422136	45422136
ENSG00000137857	DUOX1	15	45422131	45457774	45422131
ENSG00000138606	SHF	15	45459412	45493373	45493373
ENSG00000137860	SLC28A2	15	45544428	45568149	45544428
ENSG00000171766	GATM	15	45653322	45694525	45694525
ENSG00000171763	SPATA5L1	15	45694529	45713617	45694529
ENSG00000166920	C15orf48	15	45722727	45740959	45722727
ENSG00000104154	SLC30A4	15	45771809	45815005	45815005
ENSG00000104164	BLOC1S6	15	45879321	45908197	45879321
ENSG00000137767	SQRDL	15	45923346	45983492	45923346
ENSG00000259752	FKSG62	15	47425693	47426320	47426320
ENSG00000137872	SEMA6D	15	47476298	48066420	47476298
ENSG00000188467	SLC24A5	15	48413169	48434869	48413169
ENSG00000104177	MYEF2	15	48431625	48470714	48470714
ENSG00000233932	CTXN2	15	48483736	48495953	48483736
ENSG00000074803	SLC12A1	15	48483861	48596275	48483861
ENSG00000128951	DUT	15	48623208	48635570	48623208
ENSG00000166147	FBN1	15	48700503	48938046	48938046
ENSG00000103995	CEP152	15	49005125	49103343	49103343
ENSG00000185634	SHC4	15	49115932	49255641	49255641
ENSG00000255302	EID1	15	49170083	49172380	49170083
ENSG00000138593	SECISBP2L	15	49280673	49338760	49338760
ENSG00000166200	COPS2	15	49398268	49447858	49447858
ENSG00000156958	GALK2	15	49447853	49660066	49447853
ENSG00000166262	FAM227B	15	49619159	49913128	49913128
ENSG00000140285	FGF7	15	49715293	49780972	49715293
ENSG00000104047	DTWD1	15	49913177	49937333	49913177
ENSG00000104043	ATP8B4	15	50150435	50475014	50475014
ENSG00000140284	SLC27A2	15	50474393	50528592	50474393
ENSG00000140287	HDC	15	50534144	50558223	50558223
ENSG00000104064	GABPB1	15	50569389	50647605	50647605
ENSG00000138592	USP8	15	50716577	50793280	50716577
ENSG00000170236	USP50	15	50792759	50838905	50838905
ENSG00000092439	TRPM7	15	50844670	50979012	50979012
ENSG00000138600	SPPL2A	15	50999506	51058005	51058005
ENSG00000081014	AP4E1	15	51200869	51298097	51200869
ENSG00000183578	TNFAIP8L3	15	51348795	51397473	51397473
ENSG00000137869	CYP19A1	15	51500254	51630807	51630807
ENSG00000186417	GLDN	15	51633826	51700210	51633826
ENSG00000104093	DMXL2	15	51739908	51915030	51915030
ENSG00000104112	SCG3	15	51973550	52013223	51973550
ENSG00000140280	LYSMD2	15	52015208	52043782	52043782
ENSG00000128872	TMOD2	15	52043758	52108565	52043758
ENSG00000138594	TMOD3	15	52121825	52239492	52121825
ENSG00000166477	LEO1	15	52230222	52264003	52264003
ENSG00000069956	MAPK6	15	52244303	52358462	52244303
ENSG00000137875	BCL2L10	15	52401460	52404972	52404972
ENSG00000069966	GNB5	15	52413117	52483566	52483566
ENSG00000128833	MYO5C	15	52484519	52587995	52587995
ENSG00000197535	MYO5A	15	52599480	52821247	52821247
ENSG00000128989	ARPP19	15	52839242	52862080	52862080
ENSG00000047346	FAM214A	15	52873514	53002014	53002014
ENSG00000169856	ONECUT1	15	53049637	53083273	53083273
ENSG00000166415	WDR72	15	53805938	54055075	54055075
ENSG00000137766	UNC13C	15	54305101	54920806	54305101
ENSG00000137876	RSL24D1	15	55473004	55489265	55489265
ENSG00000069974	RAB27A	15	55495164	55611311	55611311
ENSG00000069943	PIGB	15	55611158	55647846	55611158
ENSG00000260916	CCPG1	15	55632230	55700708	55700708
ENSG00000261652	C15orf65	15	55700746	55710962	55700746
ENSG00000256061	DYX1C1	15	55702723	55800432	55800432
ENSG00000171016	PYGO1	15	55831088	55881145	55881145
ENSG00000166450	PRTG	15	55903744	56035288	56035288
ENSG00000069869	NEDD4	15	56119120	56285944	56285944
ENSG00000181827	RFX7	15	56379478	56535483	56535483
ENSG00000151575	TEX9	15	56536207	56738195	56536207
ENSG00000138587	MNS1	15	56713742	56757335	56757335
ENSG00000137871	ZNF280D	15	56922379	57210769	57210769
ENSG00000140262	TCF12	15	57210821	57591479	57210821
ENSG00000128849	CGNL1	15	57668165	57842925	57668165
ENSG00000137878	GCOM1	15	57884106	58006943	57884106
ENSG00000263155	MYZAP	15	57884139	57977562	57884139
ENSG00000255529	POLR2M	15	57884231	58074960	57884231
ENSG00000128918	ALDH1A2	15	58245622	58790065	58790065
ENSG00000103569	AQP9	15	58430368	58478110	58430368
ENSG00000166035	LIPC	15	58702768	58861151	58702768
ENSG00000137845	ADAM10	15	58887403	59042177	59042177
ENSG00000128923	FAM63B	15	59063391	59154099	59063391
ENSG00000157450	RNF111	15	59157374	59389618	59157374
ENSG00000137776	SLTM	15	59171244	59225852	59225852
ENSG00000157456	CCNB2	15	59397277	59417244	59397277
ENSG00000157483	MYO1E	15	59427113	59665099	59665099
ENSG00000268327	C15ORF31	15	59439899	59440054	59439899
ENSG00000171989	LDHAL6B	15	59499042	59500705	59499042
ENSG00000157470	FAM81A	15	59664892	59815748	59664892
ENSG00000140297	GCNT3	15	59887074	59932438	59887074
ENSG00000140307	GTF2A2	15	59930261	59949740	59949740
ENSG00000140299	BNIP2	15	59951345	59981733	59981733
ENSG00000171956	FOXB1	15	60296421	60353929	60296421
ENSG00000182718	ANXA2	15	60639333	60695082	60695082
ENSG00000128915	NARG2	15	60711808	60771359	60771359
ENSG00000069667	RORA	15	60780483	61521518	61521518
ENSG00000129003	VPS13C	15	62144588	62352672	62352672
ENSG00000198535	C2CD4A	15	62359176	62363116	62359176
ENSG00000205502	C2CD4B	15	62455734	62457482	62457482
ENSG00000171914	TLN2	15	62682725	63136830	62682725
ENSG00000140416	TPM1	15	63334831	63364114	63334831
ENSG00000103642	LACTB	15	63413999	63434260	63413999
ENSG00000185088	RPS27L	15	63418071	63450220	63450220
ENSG00000166128	RAB8B	15	63481668	63559981	63481668
ENSG00000138613	APH1B	15	63568217	63601325	63568217
ENSG00000074410	CA12	15	63613577	63674360	63674360
ENSG00000140455	USP3	15	63796793	63886839	63796793
ENSG00000197361	FBXL22	15	63889552	63894627	63889552
ENSG00000103657	HERC1	15	63900817	64126141	64126141
ENSG00000035664	DAPK2	15	64199235	64364232	64364232
ENSG00000166797	FAM96A	15	64364758	64386217	64386217
ENSG00000028528	SNX1	15	64386322	64438289	64386322
ENSG00000157734	SNX22	15	64443914	64449680	64443914
ENSG00000166794	PPIB	15	64448011	64455404	64455404
ENSG00000169118	CSNK1G1	15	64457716	64648442	64648442
ENSG00000166803	KIAA0101	15	64657193	64679886	64679886
ENSG00000103671	TRIP4	15	64679947	64747502	64679947
ENSG00000180357	ZNF609	15	64752941	64978264	64752941
ENSG00000180304	OAZ2	15	64979772	64995480	64995480
ENSG00000166831	RBPMS2	15	65032091	65067786	65067786
ENSG00000140451	PIF1	15	65107831	65117867	65117867
ENSG00000241839	PLEKHO2	15	65134088	65160206	65134088
ENSG00000166839	ANKDD1A	15	65204101	65251042	65204101
ENSG00000090487	SPG21	15	65255362	65282648	65282648
ENSG00000103707	MTFMT	15	65294845	65321977	65321977
ENSG00000186198	SLC51B	15	65337708	65345734	65337708
ENSG00000103710	RASL12	15	65345679	65369028	65369028
ENSG00000234438	KBTBD13	15	65369154	65372276	65369154
ENSG00000246922	UBAP1L	15	65385338	65407535	65407535
ENSG00000090470	PDCD7	15	65409717	65426174	65426174
ENSG00000166855	CLPX	15	65440557	65477680	65477680
ENSG00000138615	CILP	15	65488337	65503826	65503826
ENSG00000138617	PARP16	15	65526798	65592956	65592956
ENSG00000174498	IGDCC3	15	65619465	65670378	65670378
ENSG00000103742	IGDCC4	15	65673802	65715410	65715410
ENSG00000074603	DPP8	15	65734801	65810042	65810042
ENSG00000074696	PTPLAD1	15	65822756	65870687	65822756
ENSG00000138614	VWA9	15	65871091	65903627	65903627
ENSG00000074621	SLC24A1	15	65903704	65953333	65903704
ENSG00000174485	DENND4A	15	65950384	66084631	66084631
ENSG00000103769	RAB11A	15	66018392	66184329	66018392
ENSG00000157890	MEGF11	15	66187417	66546085	66546085
ENSG00000166938	DIS3L	15	66585555	66626236	66585555
ENSG00000075131	TIPIN	15	66628544	66679084	66679084
ENSG00000169032	MAP2K1	15	66679155	66784650	66679155
ENSG00000174446	SNAPC5	15	66782473	66790151	66790151
ENSG00000174444	RPL4	15	66790355	66816870	66816870
ENSG00000174442	ZWILCH	15	66797297	66842115	66797297
ENSG00000188501	LCTL	15	66839517	66858317	66858317
ENSG00000137834	SMAD6	15	66994566	67074338	66994566
ENSG00000166949	SMAD3	15	67356101	67487533	67356101
ENSG00000103591	AAGAB	15	67493371	67547533	67547533
ENSG00000103599	IQCH	15	67547138	67794598	67547138
ENSG00000189227	C15orf61	15	67813406	67819628	67813406
ENSG00000137764	MAP2K5	15	67835047	68099461	67835047
ENSG00000188779	SKOR1	15	68112042	68126899	68112042
ENSG00000033800	PIAS1	15	68346517	68483096	68346517
ENSG00000129007	CALML4	15	68483043	68498417	68498417
ENSG00000128973	CLN6	15	68499330	68549549	68549549
ENSG00000169018	FEM1B	15	68570141	68588203	68570141
ENSG00000137809	ITGA11	15	68594050	68724501	68724501
ENSG00000103647	CORO2B	15	68871308	69020145	68871308
ENSG00000140350	ANP32A	15	69070874	69113236	69113236
ENSG00000258484	SPESP1	15	69110560	69239150	69110560
ENSG00000255346	NOX5	15	69222864	69355083	69222864
ENSG00000138604	GLCE	15	69452923	69564556	69452923
ENSG00000137819	PAQR5	15	69591286	69700119	69591286
ENSG00000137807	KIF23	15	69706585	69740764	69706585
ENSG00000137818	RPLP1	15	69745123	69748255	69745123
ENSG00000140332	TLE3	15	70340129	70390515	70390515
ENSG00000137831	UACA	15	70946893	71055932	71055932
ENSG00000166173	LARP6	15	71123863	71146498	71146498
ENSG00000137821	LRRC49	15	71145578	71342414	71145578
ENSG00000129028	THAP10	15	71173681	71185124	71185124
ENSG00000187720	THSD4	15	71389291	72075722	71389291
ENSG00000225362	CT62	15	71402583	71407833	71407833
ENSG00000066933	MYO9A	15	72114632	72410918	72410918
ENSG00000166192	SENP8	15	72406599	72433311	72406599
ENSG00000175318	GRAMD2	15	72452148	72490126	72490126
ENSG00000067225	PKM	15	72491370	72524164	72524164
ENSG00000137817	PARP6	15	72533522	72565340	72565340
ENSG00000273025	CELF6	15	72559087	72612287	72612287
ENSG00000140488	CELF6	15	72577068	72612470	72612470
ENSG00000213614	HEXA	15	72635775	72668817	72668817
ENSG00000187806	TMEM202	15	72690614	72700370	72690614
ENSG00000166233	ARIH1	15	72766667	72879692	72766667
ENSG00000215186	GOLGA6B	15	72947079	72958735	72947079
ENSG00000175202	HIGD2B	15	72968124	72978490	72978490
ENSG00000140463	BBS4	15	72978527	73030817	72978527
ENSG00000159322	ADPGK	15	73043710	73078187	73078187
ENSG00000067141	NEO1	15	73344051	73597547	73344051
ENSG00000138622	HCN4	15	73612200	73661605	73661605
ENSG00000183324	C15orf60	15	73735499	73852355	73735499
ENSG00000156642	NPTN	15	73852355	73926475	73926475
ENSG00000103855	CD276	15	73976307	74006859	73976307
ENSG00000205363	C15orf59	15	74032141	74045088	74045088
ENSG00000167139	TBC1D21	15	74165949	74181555	74165949
ENSG00000129038	LOXL1	15	74218330	74244478	74218330
ENSG00000067221	STOML1	15	74275547	74286963	74286963
ENSG00000140464	PML	15	74287014	74340153	74287014
ENSG00000159289	GOLGA6A	15	74362198	74374891	74374891
ENSG00000167178	ISLR2	15	74392652	74430881	74392652
ENSG00000129009	ISLR	15	74466012	74469213	74466012
ENSG00000137868	STRA6	15	74471807	74504608	74504608
ENSG00000140481	CCDC33	15	74509613	74628813	74509613
ENSG00000140459	CYP11A1	15	74630100	74660081	74660081
ENSG00000138623	SEMA7A	15	74701630	74726808	74726808
ENSG00000138629	UBL7	15	74738318	74753523	74753523
ENSG00000179361	ARID3B	15	74833518	74890472	74833518
ENSG00000179335	CLK3	15	74890841	74932057	74890841
ENSG00000179151	EDC3	15	74922899	74988633	74988633
